"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","uvi","pol","mepaqi","pm1","time_estern"
"6191","Zwijndrecht",53,6992,4.33220643274275,51.2146988186069,"http://aqicn.org/city/belgium/fla/zwijndrecht/","pm25","2017-03-27 21:00:00","+01:00",14.655,47.5,1020,24,NA,42.1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6192","Boom",42,6993,51.0920000397293,4.38010354531854,"http://aqicn.org/city/belgium/fla/boom/","pm25","2017-03-27 21:00:00","+01:00",14.655,47.5,1020,21,NA,13.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6193","Aarschot",57,6994,50.9775413803315,4.83761801617892,"http://aqicn.org/city/belgium/fla/aarschot/","pm25","2017-03-27 21:00:00","+01:00",15.025,32,1038.32,28,1.1,12.4,57,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6194","Walshoutem",57,6995,50.7117060959361,5.10315860995768,"http://aqicn.org/city/belgium/fla/walshoutem/","pm25","2017-03-27 21:00:00","+01:00",15.025,32,1038.32,30,NA,12.4,57,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6195","Vilvoorde",46,6996,50.9413871168109,4.43672076397431,"http://aqicn.org/city/belgium/fla/vilvoorde/","pm25","2017-03-27 21:00:00","+01:00",14.655,47.5,1020,26,0.6,10.1,46,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6196","Diepenbeek (zinniastraat)",46,6997,50.9278918454776,5.47062003803002,"http://aqicn.org/city/belgium/fla/diepenbeek-zinniastraat/","pm25","2017-03-27 21:00:00","+01:00",15.025,32,1038.32,25,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6197","Wilrijk (boomsesteenweg)",NA,6998,51.1704612,4.3858433,"http://aqicn.org/city/belgium/fla/wilrijk-boomsesteenweg/","","2014-12-05 14:00:00","+0100",4.89,86,1019,NA,NA,NA,124,NA,NA,4.6,0,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6198","Butte, Mat-su, Alaska",11,7000,61.534163,-149.031655,"http://aqicn.org/city/usa/alaska/mat-su/butte/","pm10","2017-03-27 10:00:00","-09:00",-12.85,65,999,11,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6199","Xiaoping's former residence , Guangan",152,7001,30.518,106.631,"http://aqicn.org/city/china/guangan/xiaopingjiuji/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,64,21.8,6.4,152,6.4,27.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6200","Municipal party committee, Guangan",168,7002,30.4576,106.6303,"http://aqicn.org/city/china/guangan/shiwei/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,100,10.2,34.3,168,12.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6201","yǒuyì zhōngxué, Guangan",117,7003,30.4663,106.6271,"http://aqicn.org/city/china/guangan/youyizhongxue/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,76,6.6,26.6,117,10,4.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6202","Réngōng lake, Guangan",NA,7004,30.4844,106.6406,"http://aqicn.org/city/china/guangan/rengonghu/","","2015-12-31 23:00:00","+0800",9,82,1015,79,10.7,10.6,166,12.9,6,6.3,NA,10,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6203","guǎngdiàn huāyuán, Guangan",124,7005,30.4551,106.6388,"http://aqicn.org/city/china/guangan/guangdianhuayuan/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,105,7.1,27,124,10.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6204","Daxing 526, Yaan",153,7006,30.0125,103.009,"http://aqicn.org/city/china/yaan/daxing526tai/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,80,8.7,11.5,153,8.2,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6205","Jianan plant, Yaan",161,7007,29.9899,103.0013,"http://aqicn.org/city/china/yaan/jiananchang/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,72,5.6,28.8,161,8.2,33.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6206","City government, Yaan",122,7008,29.9834,103.0109,"http://aqicn.org/city/china/yaan/shizhengfu/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,42,4.1,10.1,122,7.3,14.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6207","Sichuan Agricultural University, Yaan",151,7009,29.9816,103.0001,"http://aqicn.org/city/china/yaan/chuannongda/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,76,2.6,30.7,151,6.4,10.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6208","Dazhou Technical College, Dazhou",147,7010,31.2797,107.5272,"http://aqicn.org/city/china/dazhou/dazhouzhiyejishuxueyuan/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,59,3.6,22.4,147,4.6,22,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6209","City Environmental Monitoring Station, Dazhou",124,7011,31.215,107.525,"http://aqicn.org/city/china/dazhou/shihuanjingjiancezhan/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,71,1.1,25.2,124,8.2,11,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6210","fènghuáng district, Dazhou",152,7012,31.2108,107.4967,"http://aqicn.org/city/china/dazhou/fenghuangxiaoqu/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,77,4.1,26.6,152,7.3,7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6211","dáxiàn jīguān hotel, Dazhou",154,7013,31.1956,107.5069,"http://aqicn.org/city/china/dazhou/daxianjiguanbinguan/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,90,3.6,25.6,154,9.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6212","Civic Center, Dazhou",152,7014,31.2058,107.4611,"http://aqicn.org/city/china/dazhou/shizhengzhongxin/","pm25","2017-03-28 02:00:00","+08:00",NA,NA,NA,95,5.6,31.1,152,11.8,7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6213","Qianjiang City Station, Qianjiang",NA,7015,30.387377,112.940209,"http://aqicn.org/city/hubei/qianjiang/qianjiangshizhan/","","","+0800",21.83,99,1012.27,NA,NA,NA,NA,NA,NA,3.76,90.3,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6214","Qianjiang Planning Commission, Qianjiang",NA,7016,30.40211,112.900079,"http://aqicn.org/city/hubei/qianjiang/qianjiangjiwei/","","","+0800",21.83,99,1012.27,NA,NA,NA,NA,NA,NA,3.76,90.3,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6215","Qiongnan radio and television transmitting station, Wuzhishan",NA,7017,18.7652,109.5306,"http://aqicn.org/city/china/wuzhishan/qiongnanguangbodianshifashezhan/","","2015-01-04 09:00:00","+0800",26,65,1012,34,1.1,6,93,6.8,13,4,NA,150,19,NA,NA,NA,NA,2017-03-27 17:10:11
"6216","haigui middle school, Qionghai",23,7018,19.26529,110.46556,"http://aqicn.org/city/china/qionghai/haiguixuexiao/","o3","2017-03-28 02:00:00","+08:00",22,94,1018,20,2.1,3.7,13,9.3,22.8,3.1,NA,70,21,NA,NA,NA,NA,2017-03-27 17:10:11
"6217","Water Company station, Dinganxian",78,7019,19.683826,110.34419,"http://aqicn.org/city/china/dinganxian/zilaishuigongsizhan/","pm25","2017-03-28 02:00:00","+08:00",22,94,1018,49,2.1,1.4,78,9.5,17.1,3.1,NA,70,21,NA,NA,NA,NA,2017-03-27 17:10:11
"6218","Mumbai US Consulate",165,7020,19.07283,72.88261,"http://aqicn.org/city/india/mumbai/us-consulate/","pm25","2017-03-28 01:00:00","+05:30",26.51,71,1013.11,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6219","Kolkata US Consulate",124,7021,22.56263,88.36304,"http://aqicn.org/city/india/kolkata/us-consulate/","pm25","2017-03-28 01:00:00","+05:30",27.15,88,1023.48,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6220","Hyderabad US Consulate",119,7022,17.38405,78.45636,"http://aqicn.org/city/india/hyderabad/us-consulate/","pm25","2017-03-28 01:00:00","+05:30",27.15,54,1016,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6221","Chennai US Consulate",68,7023,13.08784,80.27847,"http://aqicn.org/city/chennai//us-consulate/","pm25","2017-03-28 01:00:00","+05:30",28.15,78,1013,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6222","New Delhi US Embassy",164,7024,28.63576,77.22445,"http://aqicn.org/city/india/new-delhi/us-embassy/","pm25","2017-03-28 01:00:00","+05:30",26.76,55,997.87,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6223","Jinjuzui, Foshan",102,7026,22.819722,113.261667,"http://aqicn.org/city/guangdong/fushan/jinjieju/","pm25","2017-03-28 02:00:00","+08:00",19.15,48,1021,64,10.7,29.8,102,7.1,27.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6224","Shùndé sūgǎng, Foshan",122,7027,22.8054,113.292,"http://aqicn.org/city/guangdong/fushan/shundesugang/","pm25","2017-03-28 02:00:00","+08:00",18.15,68,1020,65,7.6,34.3,122,7.3,19.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6225","Ronggui street committee, Foshan",109,7028,22.7629,113.257,"http://aqicn.org/city/guangdong/fushan/rongguijiedaoban/","pm25","2017-03-28 03:00:00","+08:00",18.15,68,1020,71,12.7,41.6,109,8.2,17.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6226","Dongpu, Heyuan",107,7029,23.7586,114.6944,"http://aqicn.org/city/guangdong/heyuan/dongpu/","pm25","2017-03-28 02:00:00","+08:00",11.81,98,1001.19,71,6.1,17.4,107,7.3,19.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6227","yuán xī, Heyuan",152,7030,23.7569,114.6778,"http://aqicn.org/city/guangdong/heyuan/yuanxi/","pm25","2017-03-28 03:00:00","+08:00",11.81,98,1001.19,92,12.7,35.2,152,10,22.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6228","Old Town, Heyuan",109,7031,23.7233,114.6892,"http://aqicn.org/city/guangdong/heyuan/laocheng/","pm25","2017-03-28 02:00:00","+08:00",11.81,98,1001.19,76,6.1,14.7,109,6.7,20.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6229","EPA building, Qingyuan",155,7033,23.6936,113.0425,"http://aqicn.org/city/guangdong/qingyuan/huanbaodalou/","pm25","2017-03-28 03:00:00","+08:00",18.15,68,1020,90,5.6,39.8,155,10,4.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6230","guǎn chéng lí chuān, Dongguan",153,7034,23.06,113.7480556,"http://aqicn.org/city/guangdong/dongguan/guanchenglichuan/","pm25","2017-03-28 03:00:00","+08:00",18.89,61,1021,83,5.6,48,153,10,2.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6231","dōngchéng zhǔ shān, Dongguan",147,7035,23.05361111,113.7819444,"http://aqicn.org/city/guangdong/dongguan/dongchengzhushan/","pm25","2017-03-28 02:00:00","+08:00",18.89,61,1021,71,6.6,49.4,147,9.1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6232","yú hú, Jieyang",157,7036,23.5292,116.4094,"http://aqicn.org/city/guangdong/jieyang/yuhu/","pm25","2017-03-28 03:00:00","+08:00",13.15,84.5,1022.5,89,36,38,157,12.7,4.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6233","xīnxīng, Jieyang",165,7037,23.5353,116.3697,"http://aqicn.org/city/guangdong/jieyang/xinxing/","pm25","2017-03-28 03:00:00","+08:00",13.15,84.5,1022.5,94,11.2,33.4,165,14.5,5.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6234","dōngxìng, Jieyang",132,7038,23.5739,116.3594,"http://aqicn.org/city/guangdong/jieyang/dongxing/","pm25","2017-03-28 03:00:00","+08:00",13.15,84.5,1022.5,78,6.6,34.8,132,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6235","xī mǎ, Jieyang",164,7039,23.5486,116.3242,"http://aqicn.org/city/guangdong/jieyang/xima/","pm25","2017-03-28 02:00:00","+08:00",13.15,82,1023,88,6.1,30.7,164,11.8,6.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6236","Panjiaping, Chongqing",109,7040,29.536659,106.512855,"http://aqicn.org/city/china/zhongqing/panjiaping/","pm25","2017-03-28 02:00:00","+08:00",15,67,1015,107,6.1,59.5,109,23.5,1.3,1.8,NA,10,9,NA,NA,NA,NA,2017-03-27 17:10:11
"6237","Tianmen City Administration, Tianmen",49,7041,30.663372,113.16653,"http://aqicn.org/city/hubei/tianmen/tianmenshizhengfu/","pm10","2017-03-28 03:00:00","+08:00",15.66,71,1024.94,49,0.6,2.3,21,10,31.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"6238","Tiānmén xīnchéng, Tianmen",57,7042,30.650271,113.150306,"http://aqicn.org/city/hubei/tianmen/tianmenxincheng/","pm25","2017-03-28 03:00:00","+08:00",15.66,71,1024.94,52,4.1,6,57,4.6,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
